resource_id,satellite_id,mission_id,timestamp,orbit_type,orbit_altitude_km,inclination_deg,current_battery_percent,solar_exposure_hours,eclipse_duration_hours,payload_count,payload_power_kw,communication_duration_minutes,communication_bandwidth_mbps,onboard_memory_used_gb,onboard_memory_total_gb,cpu_utilization_percent,temperature_celsius,mission_duration_hours,previous_power_consumption_kw,previous_battery_percent,remaining_battery_percent,power_consumption_kw,memory_after_mission_gb,health_score,mission_risk,memory_utilization_percent
2529,SAT-0047,MIS-002529,2025-10-08 09:51:00,LEO,878,70,94,1.18,1.59,2,2.68,72,238,241,512,60,37.9,14.59,4.06,94,68.4,4.06,241,87.4,LOW,47.0703125
2530,SAT-0002,MIS-002530,2022-03-20 16:34:00,MEO,19958,41,67,4.55,3.14,5,6.43,52,178,411,512,91,53.6,10.58,7.56,67,37.4,7.56,411,47.9,MEDIUM,80.2734375
2531,SAT-0096,MIS-002531,2023-10-13 22:59:00,LEO,1021,91,74,6.36,0.94,6,6.89,34,123,438,512,100,60.4,6.92,7.86,74,49.7,7.86,438,34.9,HIGH,85.546875
2532,SAT-0020,MIS-002532,2023-04-14 01:57:00,LEO,839,46,52,2.59,0.97,0,0.76,88,285,146,512,60,26.5,17.67,2.04,52,34.9,2.04,146,74.0,MEDIUM,28.515625
2533,SAT-0089,MIS-002533,2025-06-26 13:19:00,GEO,35786,66,74,2.87,3.48,2,2.31,83,271,262,512,63,42.7,16.76,3.96,74,50.5,3.96,262,77.0,LOW,51.171875
2534,SAT-0001,MIS-002534,2022-06-09 05:15:00,LEO,1026,84,72,2.78,2.12,5,5.58,108,346,500,512,100,62.2,21.76,7.84,72,28.8,7.84,500,12.2,HIGH,97.65625
2535,SAT-0044,MIS-002535,2023-06-17 06:16:00,LEO,530,10,62,2.47,3.07,4,5.39,89,289,406,512,100,57.2,17.96,7.12,62,24.1,7.12,406,34.0,HIGH,79.296875
2536,SAT-0031,MIS-002536,2022-08-19 12:01:00,LEO,997,26,77,5.9,2.7,3,3.31,109,349,360,512,85,51.8,21.94,5.36,77,49.8,5.36,360,58.3,MEDIUM,70.3125
2537,SAT-0038,MIS-002537,2022-04-30 12:37:00,GEO,35786,40,100,0.2,1.5,6,6.79,10,50,385,512,90,52.4,2.0,7.18,100,70.1,7.18,385,63.2,MEDIUM,75.1953125
2538,SAT-0051,MIS-002538,2023-01-29 02:08:00,MEO,5121,24,72,2.88,0.3,4,4.69,77,253,396,512,93,47.4,15.58,5.82,72,42.0,5.82,396,56.4,MEDIUM,77.34375
2539,SAT-0094,MIS-002539,2024-10-27 18:23:00,GEO,35786,54,67,0.54,3.89,4,5.34,40,142,337,512,85,50.4,8.16,6.49,67,35.6,6.49,337,54.3,MEDIUM,65.8203125
2540,SAT-0083,MIS-002540,2022-05-30 20:10:00,GEO,35786,0,64,2.69,1.52,4,4.87,56,188,361,512,73,45.8,11.25,5.63,64,37.9,5.63,361,66.7,MEDIUM,70.5078125
2541,SAT-0013,MIS-002541,2023-02-08 11:50:00,SSO,898,98,74,3.16,1.5,2,2.25,87,283,292,512,66,43.3,17.56,3.82,74,51.0,3.82,292,76.4,LOW,57.03125
2542,SAT-0083,MIS-002542,2024-12-21 07:29:00,GEO,35786,28,65,6.44,2.29,4,4.61,65,217,359,512,95,52.5,13.14,5.91,65,43.7,5.91,359,50.0,MEDIUM,70.1171875
2543,SAT-0099,MIS-002543,2025-02-02 23:30:00,SSO,563,98,98,6.25,1.99,3,3.72,5,36,199,512,51,34.3,1.13,4.15,98,93.0,4.15,199,97.2,LOW,38.8671875
2544,SAT-0056,MIS-002544,2025-04-28 05:38:00,GEO,35786,31,100,0.87,0.88,5,6.43,55,186,421,512,100,64.1,11.08,7.33,100,63.6,7.33,421,39.3,HIGH,82.2265625
2545,SAT-0099,MIS-002545,2022-02-08 01:09:00,LEO,795,70,73,2.11,0.61,1,1.61,89,287,237,512,67,40.1,17.84,3.19,73,50.2,3.19,237,80.0,LOW,46.2890625
2546,SAT-0092,MIS-002546,2024-11-15 11:16:00,SSO,679,98,73,4.36,1.31,5,6.25,110,352,500,512,100,57.9,22.14,8.0,73,32.0,8.0,500,18.7,HIGH,97.65625
2547,SAT-0014,MIS-002547,2022-05-24 15:57:00,SSO,864,98,83,7.36,3.2,4,5.33,96,309,410,512,91,59.6,19.3,7.42,83,52.6,7.42,410,46.9,MEDIUM,80.078125
2548,SAT-0077,MIS-002548,2024-09-20 14:22:00,LEO,865,40,75,2.91,3.37,6,7.01,2,28,386,512,88,54.7,0.59,7.13,75,51.8,7.13,386,54.1,MEDIUM,75.390625
2549,SAT-0047,MIS-002549,2024-10-22 20:14:00,GEO,35786,54,85,6.38,0.93,2,3.12,29,108,176,512,54,31.6,5.87,3.48,85,79.1,3.48,176,91.7,LOW,34.375
2550,SAT-0013,MIS-002550,2024-06-27 22:06:00,LEO,564,10,73,4.3,0.24,1,1.81,29,109,114,512,37,29.5,5.99,2.64,73,66.2,2.64,114,86.5,LOW,22.265625
2551,SAT-0057,MIS-002551,2022-01-15 00:54:00,LEO,918,95,78,6.64,3.15,2,2.66,24,93,171,512,44,33.5,4.91,2.99,78,75.4,2.99,171,90.2,LOW,33.3984375
2552,SAT-0022,MIS-002552,2024-10-05 12:13:00,MEO,15916,57,95,1.58,0.86,6,6.87,118,376,500,512,100,57.2,23.75,8.0,95,47.2,8.0,500,25.6,HIGH,97.65625
2553,SAT-0020,MIS-002553,2025-05-07 23:05:00,LEO,898,19,57,6.48,0.22,3,3.89,42,147,276,512,64,39.7,8.53,4.76,57,44.1,4.76,276,77.6,LOW,53.90625
2554,SAT-0041,MIS-002554,2022-08-15 23:33:00,MEO,7065,85,66,3.46,1.25,1,1.61,14,64,115,512,38,27.0,2.96,1.66,66,63.9,1.66,115,85.6,LOW,22.4609375
2555,SAT-0042,MIS-002555,2023-09-11 11:58:00,SSO,678,98,67,2.88,2.45,0,0.5,101,324,179,512,53,31.6,20.31,2.3,67,47.3,2.3,179,78.9,LOW,34.9609375
2556,SAT-0055,MIS-002556,2024-02-26 19:22:00,LEO,1033,84,81,0.55,2.47,5,5.99,33,121,374,512,84,53.9,6.78,6.43,81,51.0,6.43,374,56.7,MEDIUM,73.046875
2557,SAT-0075,MIS-002557,2024-11-12 01:51:00,LEO,1193,66,61,0.29,3.49,1,1.48,59,198,183,512,56,27.7,11.93,2.69,61,41.3,2.69,183,76.5,LOW,35.7421875
2558,SAT-0049,MIS-002558,2024-06-24 15:51:00,MEO,16690,35,79,6.59,2.42,5,6.39,117,372,500,512,100,66.4,23.51,8.0,79,41.4,8.0,500,12.2,HIGH,97.65625
2559,SAT-0001,MIS-002559,2024-02-02 07:16:00,LEO,1141,48,63,6.71,1.92,0,0.51,74,242,138,512,44,26.5,14.84,1.58,63,58.2,1.58,138,83.3,LOW,26.953125
2560,SAT-0029,MIS-002560,2025-05-27 21:52:00,GEO,35786,41,87,3.09,0.18,1,2.02,100,320,232,512,74,37.4,20.03,3.52,87,63.1,3.52,232,83.2,LOW,45.3125
2561,SAT-0027,MIS-002561,2022-06-02 16:33:00,SSO,607,98,73,1.52,1.22,4,4.87,115,366,454,512,100,57.8,23.09,6.66,73,30.9,6.66,454,27.3,HIGH,88.671875
2562,SAT-0092,MIS-002562,2022-03-16 06:40:00,GEO,35786,37,91,5.61,0.36,2,3.08,20,82,187,512,41,36.6,4.17,3.72,91,84.0,3.72,187,93.6,LOW,36.5234375
2563,SAT-0056,MIS-002563,2024-12-05 12:14:00,LEO,1134,96,61,7.39,3.54,1,1.8,117,372,265,512,67,35.1,23.48,3.86,61,41.6,3.86,265,76.6,LOW,51.7578125
2564,SAT-0060,MIS-002564,2023-07-01 12:03:00,MEO,10229,34,80,1.24,0.26,4,4.97,37,133,315,512,80,45.2,7.56,5.6,80,54.0,5.6,315,70.4,MEDIUM,61.5234375
2565,SAT-0066,MIS-002565,2024-08-28 07:26:00,SSO,596,98,55,6.18,0.23,3,3.72,52,178,274,512,63,38.5,10.56,4.91,55,39.3,4.91,274,75.7,LOW,53.515625
2566,SAT-0088,MIS-002566,2024-02-02 07:36:00,LEO,708,67,71,2.31,3.1,6,7.39,62,207,474,512,100,62.6,12.52,8.0,71,33.6,8.0,474,18.7,HIGH,92.578125
2567,SAT-0072,MIS-002567,2023-01-06 11:32:00,LEO,780,25,98,7.51,2.76,4,5.26,27,103,300,512,63,41.3,5.56,5.76,98,85.5,5.76,300,92.7,LOW,58.59375
2568,SAT-0056,MIS-002568,2023-03-18 16:00:00,SSO,552,98,84,3.32,0.42,3,4.08,115,366,370,512,88,54.0,23.12,5.84,84,48.8,5.84,370,53.7,MEDIUM,72.265625
2569,SAT-0044,MIS-002569,2024-11-24 10:40:00,LEO,498,29,66,1.23,1.42,1,1.24,72,237,210,512,53,26.5,14.51,2.32,66,47.6,2.32,210,79.0,LOW,41.015625
2570,SAT-0061,MIS-002570,2022-11-06 22:06:00,LEO,437,10,85,4.35,1.76,4,4.79,17,71,296,512,57,45.6,3.43,5.23,85,70.0,5.23,296,81.3,LOW,57.8125
2571,SAT-0039,MIS-002571,2023-06-27 08:31:00,LEO,579,90,52,2.15,2.44,2,2.56,48,166,228,512,61,37.8,9.74,3.32,52,35.2,3.32,228,74.1,MEDIUM,44.53125
2572,SAT-0023,MIS-002572,2023-08-07 06:43:00,GEO,35786,23,80,7.9,2.24,1,1.55,42,147,153,512,42,26.7,8.51,2.37,80,79.5,2.37,153,91.8,LOW,29.8828125
2573,SAT-0080,MIS-002573,2025-06-16 22:11:00,MEO,14825,67,75,3.49,3.75,3,4.0,46,159,277,512,77,42.5,9.27,4.97,75,54.7,4.97,277,75.4,LOW,54.1015625
2574,SAT-0016,MIS-002574,2023-05-20 20:19:00,LEO,1075,27,57,2.31,1.45,0,0.5,84,272,155,512,53,31.4,16.85,2.05,57,39.9,2.05,155,76.0,LOW,30.2734375
2575,SAT-0061,MIS-002575,2022-04-10 18:59:00,LEO,1193,27,84,4.01,3.24,3,4.26,73,240,328,512,86,51.8,14.71,5.54,84,58.1,5.54,328,61.1,MEDIUM,64.0625
2576,SAT-0089,MIS-002576,2025-03-25 22:42:00,LEO,1172,2,75,1.65,2.45,2,3.04,84,274,283,512,72,40.5,16.97,4.77,75,45.6,4.77,283,76.7,LOW,55.2734375
2577,SAT-0088,MIS-002577,2022-06-10 07:04:00,SSO,736,98,87,7.37,2.18,3,3.34,41,144,263,512,73,43.1,8.27,4.36,87,77.7,4.36,263,85.9,LOW,51.3671875
2578,SAT-0025,MIS-002578,2022-10-18 18:22:00,LEO,683,97,85,5.66,3.86,0,0.5,22,86,44,512,31,21.5,4.43,0.97,85,88.9,0.97,44,95.6,LOW,8.59375
2579,SAT-0074,MIS-002579,2022-12-03 05:28:00,LEO,709,91,55,4.47,0.06,2,2.99,36,130,198,512,52,37.3,7.36,3.9,55,42.5,3.9,198,77.0,LOW,38.671875
2580,SAT-0024,MIS-002580,2023-05-16 06:50:00,SSO,569,98,61,5.59,2.96,2,2.89,40,140,208,512,52,38.9,8.03,3.56,61,51.5,3.56,208,80.6,LOW,40.625
2581,SAT-0059,MIS-002581,2024-04-04 19:23:00,GEO,35786,57,75,6.58,3.22,4,5.1,81,264,399,512,92,56.2,16.31,6.63,75,48.6,6.63,399,49.0,MEDIUM,77.9296875
2582,SAT-0071,MIS-002582,2022-10-25 09:44:00,LEO,714,77,84,7.07,3.12,0,0.94,47,162,81,512,44,21.7,9.53,1.56,84,84.3,1.56,81,93.7,LOW,15.8203125
2583,SAT-0032,MIS-002583,2024-11-08 14:24:00,SSO,851,98,57,2.73,0.85,0,0.5,39,139,89,512,29,24.3,7.98,1.27,57,51.0,1.27,89,80.4,LOW,17.3828125
2584,SAT-0007,MIS-002584,2024-06-17 05:18:00,SSO,890,98,79,1.44,1.47,2,2.75,58,196,220,512,57,37.6,11.75,3.59,79,58.1,3.59,220,83.2,LOW,42.96875
2585,SAT-0024,MIS-002585,2024-09-07 14:33:00,SSO,712,98,65,7.21,0.76,6,6.85,34,123,431,512,86,52.2,6.88,7.27,65,44.8,7.27,431,51.1,MEDIUM,84.1796875
2586,SAT-0089,MIS-002586,2024-05-27 02:54:00,LEO,822,39,89,1.7,2.37,2,2.5,25,97,186,512,46,34.8,5.14,2.75,89,77.3,2.75,186,90.9,LOW,36.328125
2587,SAT-0026,MIS-002587,2025-01-09 09:25:00,LEO,490,27,70,0.67,3.71,5,5.7,38,135,390,512,91,54.6,7.69,6.26,70,40.1,6.26,390,48.0,MEDIUM,76.171875
2588,SAT-0093,MIS-002588,2023-06-29 13:55:00,SSO,890,98,78,4.77,1.63,1,1.81,74,243,191,512,66,40.9,14.89,3.17,78,62.9,3.17,191,84.1,LOW,37.3046875
2589,SAT-0088,MIS-002589,2025-02-02 20:33:00,LEO,843,64,67,5.9,0.31,5,6.45,19,78,344,512,76,56.4,3.88,6.6,67,49.3,6.6,344,57.0,MEDIUM,67.1875
2590,SAT-0064,MIS-002590,2022-03-02 23:26:00,SSO,792,98,88,5.41,0.5,0,0.87,16,68,56,512,22,24.2,3.2,1.38,88,90.7,1.38,56,96.3,LOW,10.9375
2591,SAT-0052,MIS-002591,2024-02-01 16:11:00,GEO,35786,23,77,6.14,2.44,4,5.05,59,198,352,512,82,50.9,11.93,6.18,77,55.0,6.18,352,62.9,MEDIUM,68.75
2592,SAT-0027,MIS-002592,2023-10-05 12:56:00,LEO,1029,61,78,1.08,0.38,5,6.05,89,287,477,512,100,58.5,17.81,7.33,78,36.6,7.33,477,24.3,HIGH,93.1640625
2593,SAT-0013,MIS-002593,2024-10-21 19:00:00,LEO,1152,3,84,5.91,3.18,0,0.97,52,176,110,512,40,21.9,10.43,1.84,84,80.1,1.84,110,92.0,LOW,21.484375
2594,SAT-0091,MIS-002594,2025-03-22 15:41:00,LEO,1197,57,60,5.38,1.47,3,3.68,3,31,196,512,47,37.6,0.75,3.98,60,54.2,3.98,196,81.7,LOW,38.28125
2595,SAT-0002,MIS-002595,2023-07-11 23:58:00,LEO,1120,17,96,3.86,3.35,5,6.25,28,105,352,512,73,50.2,5.73,7.2,96,70.3,7.2,352,74.4,MEDIUM,68.75
2596,SAT-0047,MIS-002596,2024-08-20 19:35:00,GEO,35786,70,59,7.62,1.86,5,5.65,18,76,342,512,73,46.9,3.77,5.9,59,47.6,5.9,342,69.3,MEDIUM,66.796875
2597,SAT-0090,MIS-002597,2022-12-16 10:19:00,SSO,817,98,92,7.35,0.97,6,7.34,70,232,492,512,100,62.5,14.19,8.0,92,63.3,8.0,492,27.2,HIGH,96.09375
2598,SAT-0082,MIS-002598,2024-05-03 13:38:00,LEO,1007,34,66,3.26,0.42,6,7.45,97,312,500,512,100,60.4,19.53,8.0,66,24.9,8.0,500,12.8,HIGH,97.65625
2599,SAT-0040,MIS-002599,2024-05-20 04:57:00,SSO,563,98,82,0.4,3.37,5,5.94,71,234,419,512,94,59.4,14.31,6.99,82,43.4,6.99,419,40.2,HIGH,81.8359375
2600,SAT-0075,MIS-002600,2022-12-05 10:17:00,GEO,35786,6,50,1.56,2.5,3,3.55,53,181,289,512,69,48.2,10.79,4.95,50,24.7,4.95,289,60.0,MEDIUM,56.4453125
2601,SAT-0076,MIS-002601,2023-04-29 18:39:00,MEO,5097,75,57,5.2,3.05,2,3.18,85,276,263,512,77,47.0,17.09,4.96,57,33.9,4.96,263,61.7,MEDIUM,51.3671875
2602,SAT-0068,MIS-002602,2024-08-20 11:45:00,SSO,835,98,50,4.05,0.78,1,1.23,79,257,206,512,61,36.4,15.81,3.03,50,33.3,3.03,206,73.3,MEDIUM,40.234375
2603,SAT-0094,MIS-002603,2024-09-01 14:24:00,GEO,35786,15,77,4.21,0.33,6,7.13,17,72,409,512,92,53.7,3.52,7.39,77,53.0,7.39,409,53.8,MEDIUM,79.8828125
2604,SAT-0062,MIS-002604,2022-11-06 21:10:00,SSO,817,98,91,7.1,3.33,0,0.78,9,48,36,512,23,20.6,1.88,0.81,91,100.0,0.81,36,100.0,LOW,7.03125
2605,SAT-0011,MIS-002605,2022-12-18 16:25:00,SSO,646,98,71,5.96,1.0,1,1.29,47,162,153,512,57,30.8,9.52,2.33,71,66.0,2.33,153,86.4,LOW,29.8828125
2606,SAT-0018,MIS-002606,2023-12-07 20:14:00,LEO,633,81,75,0.39,1.81,6,6.98,49,168,458,512,94,61.1,9.88,8.0,75,35.9,8.0,458,27.6,HIGH,89.453125
2607,SAT-0070,MIS-002607,2022-08-12 10:36:00,SSO,772,98,55,3.55,0.18,3,3.97,29,108,247,512,59,36.2,5.89,4.27,55,40.3,4.27,247,76.1,LOW,48.2421875
2608,SAT-0028,MIS-002608,2022-11-28 06:45:00,GEO,35786,48,97,0.74,2.96,5,6.39,22,88,365,512,77,50.3,4.56,6.73,97,67.9,6.73,365,71.3,MEDIUM,71.2890625
2609,SAT-0039,MIS-002609,2022-02-15 17:30:00,GEO,35786,85,50,1.81,1.11,5,6.23,51,175,406,512,83,53.0,10.37,6.94,50,17.6,6.94,406,44.9,HIGH,79.296875
2610,SAT-0010,MIS-002610,2025-10-20 12:19:00,LEO,1119,3,100,2.14,1.66,3,3.86,83,269,342,512,77,48.9,16.6,5.53,100,68.9,5.53,342,73.4,MEDIUM,66.796875
2611,SAT-0010,MIS-002611,2022-11-04 13:37:00,MEO,11442,21,73,7.17,0.22,6,6.88,18,76,410,512,86,59.0,3.78,7.3,73,55.1,7.3,410,51.2,MEDIUM,80.078125
2612,SAT-0052,MIS-002612,2023-03-21 19:43:00,LEO,996,79,57,4.67,3.69,5,6.47,3,30,337,512,66,46.8,0.68,6.66,57,39.2,6.66,337,67.5,MEDIUM,65.8203125
2613,SAT-0068,MIS-002613,2024-12-30 21:17:00,LEO,848,96,72,4.44,0.86,6,6.96,84,273,500,512,100,64.2,16.89,8.0,72,35.4,8.0,500,12.5,HIGH,97.65625
2614,SAT-0012,MIS-002614,2023-04-08 22:18:00,SSO,677,98,74,5.44,1.26,5,5.78,47,162,391,512,82,52.7,9.53,6.67,74,50.6,6.67,391,59.0,MEDIUM,76.3671875
2615,SAT-0064,MIS-002615,2022-02-22 06:43:00,LEO,1105,52,86,4.53,3.06,5,6.03,83,271,457,512,100,63.2,16.78,7.52,86,51.6,7.52,457,28.5,HIGH,89.2578125
2616,SAT-0004,MIS-002616,2023-11-24 04:36:00,LEO,1021,24,82,6.72,1.67,2,2.74,62,208,241,512,75,43.0,12.56,3.89,82,69.8,3.89,241,81.8,LOW,47.0703125
2617,SAT-0078,MIS-002617,2025-12-15 15:49:00,MEO,7142,35,84,1.92,3.6,0,0.5,83,271,138,512,49,28.8,16.74,2.09,84,66.1,2.09,138,86.4,LOW,26.953125
2618,SAT-0040,MIS-002618,2022-02-16 07:13:00,LEO,711,78,81,6.67,1.8,5,5.5,53,180,391,512,100,56.0,10.67,6.22,81,60.9,6.22,391,50.2,MEDIUM,76.3671875
2619,SAT-0051,MIS-002619,2022-07-18 01:33:00,GEO,35786,53,98,3.36,1.07,1,1.87,63,209,170,512,57,32.9,12.63,3.1,98,82.2,3.1,170,92.9,LOW,33.203125
2620,SAT-0059,MIS-002620,2025-08-26 03:07:00,LEO,1012,90,94,7.47,3.15,4,5.11,110,352,433,512,97,61.1,22.19,7.03,94,63.1,7.03,433,41.8,HIGH,84.5703125
2621,SAT-0034,MIS-002621,2022-10-08 11:06:00,GEO,35786,5,84,0.28,0.15,6,7.42,95,307,500,512,100,66.3,19.18,8.0,84,37.2,8.0,500,10.7,HIGH,97.65625
2622,SAT-0096,MIS-002622,2025-01-27 17:09:00,LEO,1005,91,62,4.59,3.68,0,0.5,104,332,185,512,52,34.2,20.8,2.4,62,44.9,2.4,185,78.0,LOW,36.1328125
2623,SAT-0085,MIS-002623,2024-06-20 22:32:00,LEO,1165,25,61,2.49,1.17,0,0.94,80,261,146,512,59,32.9,16.1,2.3,61,43.9,2.3,146,77.6,LOW,28.515625
2624,SAT-0030,MIS-002624,2023-11-09 12:03:00,LEO,1076,8,68,2.48,2.62,2,2.98,30,112,204,512,49,37.9,6.18,3.86,68,52.6,3.86,204,81.0,LOW,39.84375
2625,SAT-0054,MIS-002625,2022-10-24 07:02:00,MEO,15900,81,94,0.02,2.48,3,3.87,9,47,218,512,61,41.3,1.85,4.43,94,74.8,4.43,218,88.4,LOW,42.578125
2626,SAT-0077,MIS-002626,2024-12-20 04:25:00,LEO,1170,92,94,7.76,1.27,2,2.6,86,279,264,512,66,44.5,17.3,4.12,94,79.2,4.12,264,86.3,LOW,51.5625
2627,SAT-0076,MIS-002627,2024-09-27 07:33:00,LEO,424,47,99,2.76,3.41,2,2.47,92,297,273,512,73,45.4,18.48,4.08,99,73.4,4.08,273,81.4,LOW,53.3203125
2628,SAT-0024,MIS-002628,2022-03-05 07:54:00,LEO,861,82,70,1.7,2.8,6,7.52,69,227,478,512,97,63.8,13.85,8.0,70,30.3,8.0,478,16.7,HIGH,93.359375
2629,SAT-0086,MIS-002629,2023-09-23 17:19:00,LEO,1149,34,80,1.13,2.59,1,1.93,117,373,268,512,80,43.1,23.54,4.33,80,46.1,4.33,268,69.7,MEDIUM,52.34375
2630,SAT-0098,MIS-002630,2024-05-04 23:47:00,MEO,11857,36,81,4.4,0.14,4,4.91,117,371,459,512,100,59.2,23.46,6.97,81,43.2,6.97,459,29.6,HIGH,89.6484375
2631,SAT-0051,MIS-002631,2024-05-21 18:29:00,LEO,1194,46,93,1.94,1.54,1,1.55,23,90,121,512,49,28.8,4.72,1.83,93,85.8,1.83,121,94.3,LOW,23.6328125
2632,SAT-0027,MIS-002632,2024-08-08 05:39:00,LEO,963,52,85,5.02,1.09,1,1.36,64,214,182,512,60,31.5,12.96,2.87,85,73.2,2.87,182,89.3,LOW,35.546875
2633,SAT-0068,MIS-002633,2025-07-02 05:19:00,SSO,749,98,82,7.0,2.67,3,4.27,105,335,367,512,94,56.0,21.03,6.38,82,53.7,6.38,367,50.3,MEDIUM,71.6796875
2634,SAT-0042,MIS-002634,2025-10-02 21:53:00,MEO,11609,14,55,2.09,1.63,0,0.5,19,78,63,512,29,18.0,3.89,1.0,55,52.1,1.0,63,80.8,LOW,12.3046875
2635,SAT-0030,MIS-002635,2023-01-01 03:04:00,GEO,35786,55,77,5.86,2.64,4,5.15,75,247,395,512,83,53.7,15.15,6.43,77,50.9,6.43,395,57.4,MEDIUM,77.1484375
2636,SAT-0079,MIS-002636,2025-04-23 03:24:00,MEO,19702,42,97,1.47,1.23,5,6.37,41,145,401,512,88,59.4,8.37,6.96,97,65.4,6.96,401,53.9,MEDIUM,78.3203125
2637,SAT-0015,MIS-002637,2025-01-10 01:14:00,MEO,5093,76,82,0.66,2.61,3,4.02,21,83,220,512,52,39.7,4.24,4.21,82,63.1,4.21,220,85.2,LOW,42.96875
2638,SAT-0043,MIS-002638,2024-11-14 07:29:00,LEO,897,81,54,1.44,3.53,1,1.25,83,269,215,512,55,34.2,16.64,2.57,54,33.3,2.57,215,73.3,MEDIUM,41.9921875
2639,SAT-0032,MIS-002639,2024-11-09 16:54:00,MEO,5162,34,86,6.03,0.83,4,4.92,34,123,328,512,77,47.5,6.88,5.98,86,68.6,5.98,328,75.0,MEDIUM,64.0625
2640,SAT-0081,MIS-002640,2023-02-23 08:51:00,LEO,706,73,88,7.82,2.91,2,2.76,64,212,256,512,67,41.2,12.84,3.67,88,78.7,3.67,256,90.0,LOW,50.0
2641,SAT-0055,MIS-002641,2024-04-27 15:24:00,LEO,739,67,98,1.42,1.07,4,4.95,110,352,424,512,100,53.7,22.17,6.81,98,55.9,6.81,424,48.1,MEDIUM,82.8125
2642,SAT-0075,MIS-002642,2023-12-17 13:21:00,GEO,35786,64,54,0.3,3.83,0,0.5,13,59,30,512,18,18.1,2.66,0.76,54,49.4,0.76,30,79.8,LOW,5.859375
2643,SAT-0014,MIS-002643,2025-02-03 06:38:00,GEO,35786,22,73,7.25,1.99,6,7.14,3,30,394,512,72,48.1,0.68,7.05,73,58.8,7.05,394,72.8,MEDIUM,76.953125
2644,SAT-0060,MIS-002644,2024-04-15 18:09:00,LEO,836,29,99,7.97,0.88,2,2.62,106,338,298,512,78,39.7,21.2,4.23,99,81.1,4.23,298,88.4,LOW,58.203125
2645,SAT-0062,MIS-002645,2023-11-19 18:00:00,LEO,764,17,71,7.08,1.11,0,0.62,65,217,123,512,55,29.2,13.14,1.94,71,66.9,1.94,123,86.8,LOW,24.0234375
2646,SAT-0047,MIS-002646,2023-07-24 06:52:00,GEO,35786,7,99,0.89,3.69,4,4.52,4,34,273,512,51,37.8,0.99,4.63,99,81.5,4.63,273,92.6,LOW,53.3203125
2647,SAT-0061,MIS-002647,2024-08-07 04:39:00,GEO,35786,16,83,6.04,3.98,0,0.5,29,108,55,512,27,22.7,5.92,1.38,83,84.8,1.38,55,93.9,LOW,10.7421875
2648,SAT-0074,MIS-002648,2024-03-25 20:27:00,SSO,690,98,62,0.1,2.29,5,5.6,62,208,426,512,100,56.6,12.57,7.05,62,23.9,7.05,426,31.5,HIGH,83.203125
2649,SAT-0061,MIS-002649,2024-10-16 08:51:00,LEO,591,66,61,1.47,2.98,1,1.49,10,52,108,512,38,20.8,2.17,1.64,61,55.6,1.64,108,82.3,LOW,21.09375
2650,SAT-0100,MIS-002650,2024-06-14 20:18:00,MEO,5685,84,96,5.68,0.01,6,6.91,78,256,500,512,100,65.2,15.74,8.0,96,62.8,8.0,500,22.2,HIGH,97.65625
2651,SAT-0019,MIS-002651,2023-07-05 05:31:00,MEO,7820,17,50,7.47,2.04,6,6.72,107,341,500,512,100,62.4,21.41,8.0,50,15.8,8.0,500,6.8,HIGH,97.65625
2652,SAT-0076,MIS-002652,2023-11-16 14:15:00,MEO,11282,60,78,2.33,1.53,4,4.93,8,44,285,512,53,36.3,1.66,4.95,78,61.5,4.95,285,84.6,LOW,55.6640625
2653,SAT-0079,MIS-002653,2022-10-18 04:07:00,GEO,35786,54,83,0.47,1.61,3,3.72,7,42,208,512,59,37.8,1.53,4.09,83,66.4,4.09,208,86.5,LOW,40.625
2654,SAT-0003,MIS-002654,2023-11-27 01:03:00,SSO,578,98,62,3.15,3.87,6,6.94,83,270,500,512,100,65.4,16.68,8.0,62,23.0,8.0,500,6.0,HIGH,97.65625
2655,SAT-0085,MIS-002655,2025-05-30 01:58:00,GEO,35786,91,74,2.4,2.15,2,2.63,77,251,277,512,80,43.8,15.44,4.04,74,50.3,4.04,277,70.6,MEDIUM,54.1015625
2656,SAT-0003,MIS-002656,2022-01-15 16:49:00,SSO,857,98,82,3.55,0.77,6,7.54,15,66,389,512,79,59.5,3.08,7.79,82,55.5,7.79,389,54.3,MEDIUM,75.9765625
2657,SAT-0093,MIS-002657,2023-10-12 14:03:00,LEO,837,15,65,6.97,0.84,5,6.23,108,345,481,512,100,60.4,21.73,8.0,65,29.6,8.0,481,18.4,HIGH,93.9453125
2658,SAT-0056,MIS-002658,2022-08-17 16:02:00,LEO,1067,30,74,6.82,0.49,2,2.8,4,34,147,512,39,30.0,0.95,2.79,74,75.7,2.79,147,90.3,LOW,28.7109375
2659,SAT-0008,MIS-002659,2023-01-09 23:26:00,LEO,1002,64,90,2.56,2.8,1,1.19,48,164,143,512,55,30.6,9.64,2.04,90,79.2,2.04,143,91.7,LOW,27.9296875
2660,SAT-0028,MIS-002660,2022-11-16 08:54:00,MEO,8659,81,84,3.93,2.66,1,2.04,87,282,217,512,63,37.0,17.53,3.5,84,63.8,3.5,217,85.5,LOW,42.3828125
2661,SAT-0047,MIS-002661,2024-05-18 23:10:00,SSO,590,98,79,5.92,3.96,1,2.05,74,244,211,512,64,38.4,14.98,3.13,79,66.3,3.13,211,86.5,LOW,41.2109375
