payload_id,satellite_id,mission_id,payload_type,operation_duration_minutes,power_consumed_kw,memory_generated_gb,temperature_celsius,operation_status
PAY-00652,SAT-0092,MIS-000652,Camera,399,6.72,424.0,55.7,Completed
PAY-00653,SAT-0098,MIS-000653,Thermal Sensor,1071,3.9,210.0,47.9,Completed
PAY-00654,SAT-0045,MIS-000654,Communication Antenna,565,2.71,120.0,41.2,Completed
PAY-00655,SAT-0008,MIS-000655,Communication Antenna,54,5.67,187.2,47.1,Completed
PAY-00656,SAT-0005,MIS-000656,Multispectral Sensor,574,6.12,235.2,60.4,Completed
PAY-00657,SAT-0037,MIS-000657,SAR Radar,549,6.0,63.0,22.5,Completed
PAY-00658,SAT-0059,MIS-000658,Multispectral Sensor,506,5.9,226.8,60.9,Completed
PAY-00659,SAT-0040,MIS-000659,SAR Radar,949,6.0,156.6,40.9,Completed
PAY-00660,SAT-0050,MIS-000660,Communication Antenna,1114,5.9,288.0,62.3,Completed
PAY-00661,SAT-0081,MIS-000661,Communication Antenna,42,7.47,240.0,52.0,Completed
PAY-00662,SAT-0091,MIS-000662,Camera,255,1.26,119.0,24.8,Completed
PAY-00663,SAT-0013,MIS-000663,Thermal Sensor,702,6.62,283.2,64.8,Completed
PAY-00664,SAT-0018,MIS-000664,Thermal Sensor,307,5.82,207.6,53.4,Completed
PAY-00665,SAT-0067,MIS-000665,Communication Antenna,366,2.46,116.4,30.2,Completed
PAY-00666,SAT-0061,MIS-000666,Multispectral Sensor,1012,2.57,158.4,45.3,Completed
PAY-00667,SAT-0086,MIS-000667,Camera,1293,0.81,181.0,31.8,Completed
PAY-00668,SAT-0044,MIS-000668,SAR Radar,919,6.0,151.2,35.0,Completed
PAY-00669,SAT-0081,MIS-000669,Camera,883,1.57,182.0,30.4,Completed
PAY-00670,SAT-0042,MIS-000670,Camera,448,3.81,244.0,44.5,Completed
PAY-00671,SAT-0094,MIS-000671,Thermal Sensor,1107,5.95,284.4,62.6,Completed
PAY-00672,SAT-0039,MIS-000672,Multispectral Sensor,858,0.69,79.8,33.0,Completed
PAY-00673,SAT-0041,MIS-000673,Thermal Sensor,545,4.09,156.0,39.2,Completed
PAY-00674,SAT-0039,MIS-000674,SAR Radar,733,6.0,170.4,49.2,Completed
PAY-00675,SAT-0054,MIS-000675,Communication Antenna,507,2.88,129.0,35.0,Completed
PAY-00676,SAT-0048,MIS-000676,Communication Antenna,1313,2.83,195.0,45.9,Completed
PAY-00677,SAT-0079,MIS-000677,Camera,692,0.5,113.0,23.7,Completed
PAY-00678,SAT-0036,MIS-000678,SAR Radar,377,6.0,231.0,47.9,Completed
PAY-00679,SAT-0038,MIS-000679,Camera,428,6.98,431.0,53.1,Completed
PAY-00680,SAT-0049,MIS-000680,Thermal Sensor,1351,3.58,237.0,46.8,Completed
PAY-00681,SAT-0081,MIS-000681,Camera,894,6.63,485.0,63.0,Completed
PAY-00682,SAT-0092,MIS-000682,SAR Radar,144,6.0,99.6,28.7,Completed
PAY-00683,SAT-0008,MIS-000683,Multispectral Sensor,90,1.86,53.4,27.7,Completed
PAY-00684,SAT-0006,MIS-000684,Thermal Sensor,723,2.9,142.8,32.6,Completed
PAY-00685,SAT-0026,MIS-000685,SAR Radar,583,6.0,232.8,52.5,Completed
PAY-00686,SAT-0039,MIS-000686,SAR Radar,106,6.0,191.4,45.7,Completed
PAY-00687,SAT-0059,MIS-000687,Camera,820,3.0,261.0,34.2,Completed
PAY-00688,SAT-0021,MIS-000688,Camera,1399,6.38,500.0,58.2,Completed
PAY-00689,SAT-0061,MIS-000689,Multispectral Sensor,672,5.09,204.0,45.5,Completed
PAY-00690,SAT-0002,MIS-000690,Communication Antenna,1030,5.98,269.4,63.5,Completed
PAY-00691,SAT-0090,MIS-000691,Multispectral Sensor,96,2.29,96.0,28.7,Completed
PAY-00692,SAT-0045,MIS-000692,Camera,982,3.66,336.0,46.5,Completed
PAY-00693,SAT-0070,MIS-000693,SAR Radar,1192,6.0,208.2,50.6,Completed
PAY-00694,SAT-0042,MIS-000694,Camera,1185,1.68,237.0,35.5,Completed
PAY-00695,SAT-0064,MIS-000695,Camera,1095,3.03,280.0,36.9,Completed
PAY-00696,SAT-0046,MIS-000696,Camera,576,1.4,162.0,27.6,Completed
PAY-00697,SAT-0050,MIS-000697,Multispectral Sensor,1368,5.99,300.0,59.5,Completed
PAY-00698,SAT-0061,MIS-000698,Thermal Sensor,1234,1.71,154.8,37.6,Completed
PAY-00699,SAT-0069,MIS-000699,Camera,722,3.59,311.0,45.7,Completed
PAY-00700,SAT-0006,MIS-000700,Multispectral Sensor,852,3.53,181.2,45.2,Completed
PAY-00701,SAT-0068,MIS-000701,Camera,77,3.86,210.0,37.1,Completed
PAY-00702,SAT-0086,MIS-000702,Camera,400,0.97,64.0,19.4,Completed
PAY-00703,SAT-0015,MIS-000703,SAR Radar,480,6.0,79.2,26.2,Completed
PAY-00704,SAT-0098,MIS-000704,Multispectral Sensor,378,7.01,249.6,63.2,Completed
PAY-00705,SAT-0017,MIS-000705,Camera,940,7.24,500.0,57.3,Completed
PAY-00706,SAT-0084,MIS-000706,Multispectral Sensor,1326,7.55,300.0,63.8,Completed
PAY-00707,SAT-0069,MIS-000707,Thermal Sensor,868,1.41,111.6,34.9,Completed
PAY-00708,SAT-0018,MIS-000708,SAR Radar,795,6.0,150.6,35.7,Completed
PAY-00709,SAT-0051,MIS-000709,Communication Antenna,511,2.81,117.0,32.3,Completed
PAY-00710,SAT-0054,MIS-000710,SAR Radar,869,6.0,180.6,47.3,Completed
PAY-00711,SAT-0085,MIS-000711,SAR Radar,420,6.0,151.2,44.0,Completed
PAY-00712,SAT-0079,MIS-000712,Thermal Sensor,895,3.01,157.8,38.1,Completed
PAY-00713,SAT-0056,MIS-000713,Multispectral Sensor,606,3.74,169.2,44.3,Completed
PAY-00714,SAT-0003,MIS-000714,Thermal Sensor,885,2.34,149.4,35.9,Completed
PAY-00715,SAT-0061,MIS-000715,Thermal Sensor,1013,4.01,199.8,51.8,Completed
PAY-00716,SAT-0034,MIS-000716,Thermal Sensor,939,4.93,223.2,54.8,Completed
PAY-00717,SAT-0038,MIS-000717,Thermal Sensor,352,2.37,118.2,35.8,Completed
PAY-00718,SAT-0031,MIS-000718,SAR Radar,138,6.0,244.2,55.8,Completed
PAY-00719,SAT-0099,MIS-000719,SAR Radar,1291,6.0,229.8,49.4,Completed
PAY-00720,SAT-0078,MIS-000720,Thermal Sensor,435,5.2,190.2,55.1,Completed
PAY-00721,SAT-0064,MIS-000721,Multispectral Sensor,1432,6.9,300.0,61.9,Completed
PAY-00722,SAT-0076,MIS-000722,Camera,230,2.0,109.0,22.7,Completed
PAY-00723,SAT-0050,MIS-000723,Communication Antenna,807,0.93,84.6,27.4,Completed
PAY-00724,SAT-0081,MIS-000724,SAR Radar,679,6.0,215.4,49.3,Completed
PAY-00725,SAT-0092,MIS-000725,SAR Radar,230,6.0,75.0,17.1,Completed
PAY-00726,SAT-0027,MIS-000726,Communication Antenna,404,4.09,144.6,39.8,Completed
PAY-00727,SAT-0034,MIS-000727,Communication Antenna,971,7.32,300.0,65.1,Completed
PAY-00728,SAT-0076,MIS-000728,Communication Antenna,812,7.38,293.4,60.6,Completed
PAY-00729,SAT-0080,MIS-000729,Multispectral Sensor,472,0.5,58.8,22.3,Completed
PAY-00730,SAT-0052,MIS-000730,Multispectral Sensor,1164,2.36,183.0,41.8,Completed
PAY-00731,SAT-0001,MIS-000731,Communication Antenna,987,7.3,299.4,57.4,Completed
PAY-00732,SAT-0051,MIS-000732,Thermal Sensor,1210,0.83,111.6,35.4,Completed
PAY-00733,SAT-0089,MIS-000733,SAR Radar,444,6.0,231.0,54.5,Completed
PAY-00734,SAT-0016,MIS-000734,SAR Radar,1049,6.0,160.2,47.9,Completed
PAY-00735,SAT-0051,MIS-000735,Thermal Sensor,579,7.1,267.6,65.2,Completed
PAY-00736,SAT-0024,MIS-000736,Camera,161,2.35,175.0,26.5,Completed
PAY-00737,SAT-0048,MIS-000737,Multispectral Sensor,314,1.43,80.4,26.1,Completed
PAY-00738,SAT-0093,MIS-000738,Communication Antenna,431,0.5,54.6,23.0,Completed
PAY-00739,SAT-0084,MIS-000739,Communication Antenna,388,2.2,113.4,24.7,Completed
PAY-00740,SAT-0003,MIS-000740,Camera,1424,1.63,271.0,44.3,Completed
PAY-00741,SAT-0032,MIS-000741,Camera,394,5.79,368.0,46.7,Completed
PAY-00742,SAT-0001,MIS-000742,Camera,1361,1.21,260.0,40.5,Completed
PAY-00743,SAT-0050,MIS-000743,Thermal Sensor,1314,5.2,255.0,58.0,Completed
PAY-00744,SAT-0056,MIS-000744,Communication Antenna,329,1.72,80.4,27.1,Completed
PAY-00745,SAT-0048,MIS-000745,Communication Antenna,35,2.22,83.4,29.3,Completed
PAY-00746,SAT-0061,MIS-000746,SAR Radar,510,6.0,193.2,45.1,Completed
PAY-00747,SAT-0036,MIS-000747,Thermal Sensor,136,2.94,102.0,26.2,Completed
PAY-00748,SAT-0041,MIS-000748,Camera,356,2.51,201.0,35.9,Completed
PAY-00749,SAT-0054,MIS-000749,Camera,223,0.95,46.0,20.4,Completed
PAY-00750,SAT-0073,MIS-000750,Multispectral Sensor,1057,1.27,123.6,36.3,Completed
PAY-00751,SAT-0079,MIS-000751,Camera,222,4.81,296.0,43.3,Completed
PAY-00752,SAT-0089,MIS-000752,Communication Antenna,1393,1.23,162.6,34.5,Completed
PAY-00753,SAT-0090,MIS-000753,SAR Radar,233,6.0,214.2,50.5,Completed
PAY-00754,SAT-0085,MIS-000754,Thermal Sensor,385,3.76,147.0,39.1,Completed
PAY-00755,SAT-0061,MIS-000755,Multispectral Sensor,346,1.79,70.8,27.6,Completed
PAY-00756,SAT-0019,MIS-000756,SAR Radar,1002,6.0,172.8,47.1,Completed
PAY-00757,SAT-0074,MIS-000757,Thermal Sensor,1381,2.97,188.4,41.2,Completed
PAY-00758,SAT-0081,MIS-000758,Multispectral Sensor,533,3.77,162.6,45.8,Completed
PAY-00759,SAT-0014,MIS-000759,Camera,611,5.57,409.0,51.4,Completed
PAY-00760,SAT-0036,MIS-000760,Camera,892,0.81,125.0,29.0,Completed
PAY-00761,SAT-0028,MIS-000761,Thermal Sensor,852,4.68,228.0,50.4,Completed
PAY-00762,SAT-0006,MIS-000762,SAR Radar,445,6.0,45.0,23.6,Completed
PAY-00763,SAT-0001,MIS-000763,Multispectral Sensor,1218,3.41,212.4,51.4,Completed
PAY-00764,SAT-0073,MIS-000764,Camera,1209,3.58,352.0,47.5,Completed
PAY-00765,SAT-0017,MIS-000765,Communication Antenna,819,4.21,186.6,48.9,Completed
PAY-00766,SAT-0031,MIS-000766,Camera,398,4.54,320.0,45.3,Completed
PAY-00767,SAT-0098,MIS-000767,Camera,72,6.61,376.0,51.1,Completed
PAY-00768,SAT-0013,MIS-000768,Thermal Sensor,111,6.25,206.4,53.0,Completed
PAY-00769,SAT-0077,MIS-000769,Camera,138,1.92,84.0,26.4,Completed
PAY-00770,SAT-0082,MIS-000770,Communication Antenna,777,3.68,179.4,46.3,Completed
PAY-00771,SAT-0006,MIS-000771,Camera,879,4.96,392.0,60.3,Completed
PAY-00772,SAT-0051,MIS-000772,Multispectral Sensor,1320,5.5,297.6,62.8,Completed
PAY-00773,SAT-0009,MIS-000773,SAR Radar,229,6.0,136.8,37.1,Completed
PAY-00774,SAT-0014,MIS-000774,Multispectral Sensor,1261,6.99,300.0,59.9,Completed
PAY-00775,SAT-0088,MIS-000775,Thermal Sensor,149,3.61,132.0,42.2,Completed
PAY-00776,SAT-0036,MIS-000776,SAR Radar,1203,6.0,103.2,27.6,Completed
PAY-00777,SAT-0091,MIS-000777,SAR Radar,1166,6.0,106.2,25.8,Completed
PAY-00778,SAT-0042,MIS-000778,Camera,1050,0.92,148.0,32.4,Completed
PAY-00779,SAT-0004,MIS-000779,Camera,210,4.92,281.0,48.1,Completed
PAY-00780,SAT-0079,MIS-000780,Communication Antenna,881,6.72,293.4,58.6,Completed
PAY-00781,SAT-0093,MIS-000781,Communication Antenna,238,1.55,70.8,25.5,Completed
PAY-00782,SAT-0081,MIS-000782,Camera,1349,3.74,377.0,52.3,Completed
PAY-00783,SAT-0051,MIS-000783,Communication Antenna,247,3.37,147.0,35.8,Completed
PAY-00784,SAT-0063,MIS-000784,Thermal Sensor,906,5.23,219.0,58.2,Completed
PAY-00785,SAT-0068,MIS-000785,Thermal Sensor,558,5.62,243.0,51.6,Completed
PAY-00786,SAT-0092,MIS-000786,Camera,598,5.11,351.0,53.7,Completed
PAY-00787,SAT-0047,MIS-000787,Thermal Sensor,495,0.5,60.6,18.8,Completed
PAY-00788,SAT-0072,MIS-000788,Communication Antenna,696,3.94,180.0,41.4,Completed
PAY-00789,SAT-0078,MIS-000789,Thermal Sensor,1294,6.62,300.0,63.6,Completed
PAY-00790,SAT-0098,MIS-000790,SAR Radar,405,6.0,251.4,58.7,Completed
PAY-00791,SAT-0097,MIS-000791,Camera,592,1.34,170.0,21.9,Completed
PAY-00792,SAT-0051,MIS-000792,Camera,576,1.18,142.0,31.7,Completed
PAY-00793,SAT-0095,MIS-000793,Multispectral Sensor,1246,4.6,260.4,53.4,Completed
PAY-00794,SAT-0021,MIS-000794,Multispectral Sensor,1053,7.46,300.0,65.7,Completed
PAY-00795,SAT-0078,MIS-000795,SAR Radar,1350,6.0,300.0,58.3,Completed
PAY-00796,SAT-0070,MIS-000796,Multispectral Sensor,985,0.6,94.2,28.0,Completed
PAY-00797,SAT-0086,MIS-000797,Thermal Sensor,1385,7.18,300.0,59.8,Completed
PAY-00798,SAT-0014,MIS-000798,Camera,970,2.02,222.0,39.5,Completed
PAY-00799,SAT-0054,MIS-000799,Multispectral Sensor,1135,6.11,277.8,65.8,Completed
PAY-00800,SAT-0058,MIS-000800,Camera,1044,3.7,351.0,53.3,Completed
PAY-00801,SAT-0019,MIS-000801,Communication Antenna,917,2.87,158.4,45.7,Completed
PAY-00802,SAT-0099,MIS-000802,SAR Radar,830,6.0,181.2,46.5,Completed
PAY-00803,SAT-0005,MIS-000803,Camera,873,5.75,448.0,61.7,Completed
PAY-00804,SAT-0065,MIS-000804,Camera,1010,3.39,334.0,43.4,Completed
PAY-00805,SAT-0100,MIS-000805,SAR Radar,966,6.0,205.2,49.5,Completed
PAY-00806,SAT-0096,MIS-000806,Multispectral Sensor,769,3.94,189.0,39.3,Completed
PAY-00807,SAT-0073,MIS-000807,Communication Antenna,1298,1.88,150.0,39.8,Completed
PAY-00808,SAT-0018,MIS-000808,SAR Radar,800,6.0,213.6,54.4,Completed
PAY-00809,SAT-0074,MIS-000809,Multispectral Sensor,343,5.01,180.6,44.7,Completed
PAY-00810,SAT-0079,MIS-000810,SAR Radar,1192,6.0,135.6,42.4,Completed
PAY-00811,SAT-0043,MIS-000811,Multispectral Sensor,326,2.29,114.6,26.7,Completed
PAY-00812,SAT-0055,MIS-000812,Communication Antenna,405,6.75,252.0,60.9,Completed
PAY-00813,SAT-0068,MIS-000813,Multispectral Sensor,1098,0.5,97.8,26.9,Completed
PAY-00814,SAT-0075,MIS-000814,Thermal Sensor,424,6.77,262.8,61.1,Completed
PAY-00815,SAT-0065,MIS-000815,Camera,1394,7.29,500.0,65.0,Completed
PAY-00816,SAT-0015,MIS-000816,Multispectral Sensor,486,3.33,154.8,37.1,Completed
PAY-00817,SAT-0089,MIS-000817,Communication Antenna,1044,2.84,175.8,41.2,Completed
PAY-00818,SAT-0014,MIS-000818,SAR Radar,885,6.0,300.0,57.7,Completed
PAY-00819,SAT-0004,MIS-000819,Communication Antenna,153,3.48,133.2,37.4,Completed
PAY-00820,SAT-0012,MIS-000820,Communication Antenna,1058,3.35,196.8,45.9,Completed
PAY-00821,SAT-0004,MIS-000821,Communication Antenna,1312,1.84,156.6,43.2,Completed
PAY-00822,SAT-0042,MIS-000822,Thermal Sensor,1236,4.6,253.8,57.2,Completed
PAY-00823,SAT-0034,MIS-000823,SAR Radar,1038,6.0,96.6,24.7,Completed
PAY-00824,SAT-0068,MIS-000824,Thermal Sensor,1292,2.34,178.2,45.0,Completed
PAY-00825,SAT-0023,MIS-000825,Communication Antenna,719,7.54,282.6,63.8,Completed
PAY-00826,SAT-0051,MIS-000826,Thermal Sensor,87,0.5,25.8,20.9,Completed
PAY-00827,SAT-0094,MIS-000827,Communication Antenna,266,6.44,208.8,55.4,Completed
PAY-00828,SAT-0061,MIS-000828,Multispectral Sensor,888,0.5,75.6,28.9,Completed
PAY-00829,SAT-0078,MIS-000829,Camera,212,1.14,117.0,24.9,Completed
PAY-00830,SAT-0044,MIS-000830,Communication Antenna,947,6.31,260.4,57.0,Completed
PAY-00831,SAT-0074,MIS-000831,SAR Radar,559,6.0,61.2,25.0,Completed
PAY-00832,SAT-0017,MIS-000832,Camera,1396,0.5,203.0,31.3,Completed
PAY-00833,SAT-0100,MIS-000833,Multispectral Sensor,203,4.56,163.8,43.5,Completed
PAY-00834,SAT-0017,MIS-000834,Camera,513,3.15,215.0,39.3,Completed
PAY-00835,SAT-0052,MIS-000835,Multispectral Sensor,549,6.91,269.4,59.7,Completed
PAY-00836,SAT-0033,MIS-000836,Multispectral Sensor,114,0.8,22.2,17.8,Completed
PAY-00837,SAT-0002,MIS-000837,SAR Radar,181,6.0,165.0,39.8,Completed
PAY-00838,SAT-0007,MIS-000838,Multispectral Sensor,453,7.0,261.6,59.6,Completed
PAY-00839,SAT-0004,MIS-000839,Communication Antenna,1439,7.47,300.0,60.9,Completed
PAY-00840,SAT-0061,MIS-000840,Camera,630,3.17,223.0,38.9,Completed
PAY-00841,SAT-0070,MIS-000841,Communication Antenna,1239,6.2,288.0,64.8,Completed
PAY-00842,SAT-0051,MIS-000842,Thermal Sensor,683,3.99,173.4,48.1,Completed
PAY-00843,SAT-0035,MIS-000843,Camera,646,1.84,180.0,28.9,Completed
PAY-00844,SAT-0056,MIS-000844,SAR Radar,679,6.0,213.0,53.2,Completed
PAY-00845,SAT-0077,MIS-000845,Thermal Sensor,1387,6.34,293.4,65.2,Completed
PAY-00846,SAT-0016,MIS-000846,Multispectral Sensor,1069,1.67,127.2,34.5,Completed
PAY-00847,SAT-0024,MIS-000847,Multispectral Sensor,598,7.25,271.2,64.9,Completed
PAY-00848,SAT-0086,MIS-000848,SAR Radar,860,6.0,114.0,32.3,Completed
PAY-00849,SAT-0043,MIS-000849,Multispectral Sensor,1155,7.26,300.0,61.2,Completed
PAY-00850,SAT-0055,MIS-000850,Camera,121,0.5,39.0,22.2,Completed
PAY-00851,SAT-0100,MIS-000851,Camera,737,4.44,357.0,51.4,Completed
PAY-00852,SAT-0015,MIS-000852,Thermal Sensor,1179,7.47,300.0,57.0,Completed
PAY-00853,SAT-0043,MIS-000853,Multispectral Sensor,1088,3.44,211.2,45.1,Completed
PAY-00854,SAT-0062,MIS-000854,Multispectral Sensor,868,5.15,224.4,56.0,Completed
PAY-00855,SAT-0014,MIS-000855,Communication Antenna,913,2.75,154.8,44.8,Completed
PAY-00856,SAT-0012,MIS-000856,Thermal Sensor,99,0.61,17.4,17.6,Completed
PAY-00857,SAT-0088,MIS-000857,Multispectral Sensor,1117,6.99,300.0,62.8,Completed
PAY-00858,SAT-0084,MIS-000858,Thermal Sensor,382,0.5,45.0,22.7,Completed
PAY-00859,SAT-0040,MIS-000859,SAR Radar,654,6.0,202.8,54.6,Completed
PAY-00860,SAT-0052,MIS-000860,SAR Radar,620,6.0,249.6,50.5,Completed
PAY-00861,SAT-0038,MIS-000861,Camera,1008,3.61,321.0,42.3,Completed
PAY-00862,SAT-0033,MIS-000862,Multispectral Sensor,51,3.89,118.2,40.5,Completed
PAY-00863,SAT-0035,MIS-000863,SAR Radar,1232,6.0,286.2,58.7,Completed
PAY-00864,SAT-0097,MIS-000864,Camera,268,3.15,176.0,32.1,Completed
PAY-00865,SAT-0084,MIS-000865,Communication Antenna,235,1.95,63.0,29.6,Completed
PAY-00866,SAT-0100,MIS-000866,Communication Antenna,939,6.24,273.6,55.8,Completed
PAY-00867,SAT-0050,MIS-000867,Thermal Sensor,925,0.5,92.4,26.0,Completed
PAY-00868,SAT-0090,MIS-000868,Thermal Sensor,651,4.69,203.4,47.7,Completed
PAY-00869,SAT-0069,MIS-000869,Communication Antenna,336,6.28,213.6,56.0,Completed
PAY-00870,SAT-0095,MIS-000870,Camera,1423,4.91,444.0,58.3,Completed
PAY-00871,SAT-0033,MIS-000871,Communication Antenna,1420,5.15,276.0,58.6,Completed
PAY-00872,SAT-0020,MIS-000872,SAR Radar,72,6.0,241.8,51.2,Completed
PAY-00873,SAT-0002,MIS-000873,Multispectral Sensor,1005,3.76,202.8,51.6,Completed
PAY-00874,SAT-0038,MIS-000874,Multispectral Sensor,1323,2.0,155.4,39.7,Completed
PAY-00875,SAT-0025,MIS-000875,Thermal Sensor,1144,0.5,111.6,28.7,Completed
PAY-00876,SAT-0010,MIS-000876,Thermal Sensor,640,5.89,239.4,59.5,Completed
PAY-00877,SAT-0013,MIS-000877,SAR Radar,902,6.0,85.2,24.5,Completed
PAY-00878,SAT-0068,MIS-000878,SAR Radar,1296,6.0,251.4,54.5,Completed
PAY-00879,SAT-0049,MIS-000879,Camera,1360,1.53,262.0,43.0,Completed
PAY-00880,SAT-0074,MIS-000880,Communication Antenna,539,4.71,202.2,48.1,Completed
PAY-00881,SAT-0087,MIS-000881,Thermal Sensor,598,1.54,87.6,30.5,Completed
PAY-00882,SAT-0071,MIS-000882,Camera,480,7.11,444.0,64.7,Completed
PAY-00883,SAT-0044,MIS-000883,Camera,327,1.38,127.0,24.7,Completed
PAY-00884,SAT-0067,MIS-000884,Camera,369,2.09,114.0,30.6,Completed
PAY-00885,SAT-0079,MIS-000885,Camera,151,1.53,86.0,27.8,Completed
PAY-00886,SAT-0088,MIS-000886,Multispectral Sensor,1200,5.59,283.2,63.3,Completed
PAY-00887,SAT-0053,MIS-000887,SAR Radar,1110,6.0,208.8,46.6,Completed
PAY-00888,SAT-0043,MIS-000888,Thermal Sensor,891,1.78,118.2,33.6,Completed
PAY-00889,SAT-0008,MIS-000889,Thermal Sensor,1081,3.49,207.0,47.2,Completed
PAY-00890,SAT-0081,MIS-000890,SAR Radar,496,6.0,54.0,21.4,Completed
PAY-00891,SAT-0002,MIS-000891,Communication Antenna,487,0.5,58.8,19.8,Completed
PAY-00892,SAT-0088,MIS-000892,SAR Radar,991,6.0,99.6,27.6,Completed
PAY-00893,SAT-0024,MIS-000893,Communication Antenna,45,7.02,226.2,58.3,Completed
PAY-00894,SAT-0057,MIS-000894,Camera,654,1.94,173.0,33.0,Completed
PAY-00895,SAT-0087,MIS-000895,Camera,316,4.52,288.0,46.1,Completed
PAY-00896,SAT-0013,MIS-000896,Camera,899,2.06,194.0,34.9,Completed
PAY-00897,SAT-0074,MIS-000897,SAR Radar,1359,6.0,300.0,64.0,Completed
PAY-00898,SAT-0073,MIS-000898,Multispectral Sensor,58,3.79,118.8,30.4,Completed
PAY-00899,SAT-0017,MIS-000899,Camera,389,4.46,321.0,42.4,Completed
PAY-00900,SAT-0083,MIS-000900,Multispectral Sensor,37,7.56,238.8,59.3,Completed
PAY-00901,SAT-0001,MIS-000901,Thermal Sensor,501,4.96,189.6,48.8,Completed
PAY-00902,SAT-0031,MIS-000902,Camera,1277,1.56,263.0,34.3,Completed
PAY-00903,SAT-0029,MIS-000903,Communication Antenna,169,7.21,243.0,63.5,Completed
PAY-00904,SAT-0065,MIS-000904,Camera,806,6.09,434.0,60.9,Completed
PAY-00905,SAT-0062,MIS-000905,SAR Radar,747,6.0,222.6,47.7,Completed
PAY-00906,SAT-0007,MIS-000906,Communication Antenna,210,7.58,240.6,58.3,Completed
PAY-00907,SAT-0047,MIS-000907,Thermal Sensor,914,0.5,79.8,31.2,Completed
PAY-00908,SAT-0014,MIS-000908,Multispectral Sensor,1100,4.49,247.2,56.4,Completed
PAY-00909,SAT-0075,MIS-000909,Communication Antenna,130,0.65,22.2,16.2,Completed
PAY-00910,SAT-0004,MIS-000910,Multispectral Sensor,124,3.69,129.6,33.8,Completed
PAY-00911,SAT-0097,MIS-000911,SAR Radar,148,6.0,163.8,45.6,Completed
PAY-00912,SAT-0092,MIS-000912,SAR Radar,942,6.0,187.2,41.4,Completed
PAY-00913,SAT-0072,MIS-000913,SAR Radar,756,6.0,225.0,56.9,Completed
PAY-00914,SAT-0092,MIS-000914,Thermal Sensor,402,1.66,88.8,28.8,Completed
PAY-00915,SAT-0026,MIS-000915,Communication Antenna,1026,3.05,163.2,47.9,Completed
PAY-00916,SAT-0059,MIS-000916,Camera,1047,5.84,471.0,57.1,Completed
PAY-00917,SAT-0023,MIS-000917,Communication Antenna,1310,4.73,254.4,59.4,Completed
PAY-00918,SAT-0024,MIS-000918,Communication Antenna,1257,2.34,177.0,47.2,Completed
PAY-00919,SAT-0021,MIS-000919,Camera,1279,1.82,242.0,36.7,Completed
PAY-00920,SAT-0068,MIS-000920,Multispectral Sensor,549,4.85,206.4,52.6,Completed
PAY-00921,SAT-0034,MIS-000921,SAR Radar,732,6.0,74.4,25.0,Completed
PAY-00922,SAT-0074,MIS-000922,Camera,304,0.5,67.0,22.1,Completed
PAY-00923,SAT-0067,MIS-000923,SAR Radar,281,6.0,72.6,19.6,Completed
PAY-00924,SAT-0089,MIS-000924,SAR Radar,309,6.0,81.0,28.2,Completed
PAY-00925,SAT-0046,MIS-000925,Thermal Sensor,932,7.41,293.4,59.9,Completed
PAY-00926,SAT-0012,MIS-000926,Multispectral Sensor,1309,5.38,265.8,58.7,Completed
PAY-00927,SAT-0020,MIS-000927,Communication Antenna,343,5.08,186.6,52.3,Completed
PAY-00928,SAT-0042,MIS-000928,SAR Radar,1411,6.0,151.8,45.9,Completed
PAY-00929,SAT-0086,MIS-000929,SAR Radar,561,6.0,267.6,65.3,Completed
PAY-00930,SAT-0035,MIS-000930,SAR Radar,1197,6.0,108.6,32.0,Completed
PAY-00931,SAT-0008,MIS-000931,Thermal Sensor,697,2.59,135.6,36.8,Completed
PAY-00932,SAT-0073,MIS-000932,SAR Radar,1345,6.0,119.4,32.7,Completed
PAY-00933,SAT-0021,MIS-000933,Multispectral Sensor,221,5.59,217.2,53.9,Completed
PAY-00934,SAT-0010,MIS-000934,Communication Antenna,1155,6.79,300.0,62.8,Completed
PAY-00935,SAT-0027,MIS-000935,Camera,1115,2.51,283.0,41.9,Completed
PAY-00936,SAT-0100,MIS-000936,Multispectral Sensor,823,4.1,194.4,46.8,Completed
PAY-00937,SAT-0058,MIS-000937,SAR Radar,573,6.0,124.8,33.9,Completed
PAY-00938,SAT-0073,MIS-000938,SAR Radar,184,6.0,198.0,51.5,Completed
PAY-00939,SAT-0021,MIS-000939,Multispectral Sensor,361,0.85,46.2,23.4,Completed
PAY-00940,SAT-0043,MIS-000940,Thermal Sensor,463,2.99,122.4,35.1,Completed
PAY-00941,SAT-0035,MIS-000941,Camera,1209,6.06,485.0,63.8,Completed
PAY-00942,SAT-0098,MIS-000942,Communication Antenna,1243,6.64,300.0,64.1,Completed
PAY-00943,SAT-0002,MIS-000943,Thermal Sensor,568,0.5,49.8,18.9,Completed
PAY-00944,SAT-0077,MIS-000944,SAR Radar,985,6.0,193.2,56.9,Completed
PAY-00945,SAT-0029,MIS-000945,SAR Radar,97,6.0,47.4,26.9,Completed
PAY-00946,SAT-0003,MIS-000946,Communication Antenna,616,6.19,242.4,58.8,Completed
PAY-00947,SAT-0007,MIS-000947,Communication Antenna,964,3.74,191.4,51.9,Completed
PAY-00948,SAT-0021,MIS-000948,Camera,580,1.55,146.0,28.3,Completed
PAY-00949,SAT-0074,MIS-000949,SAR Radar,339,6.0,117.0,33.8,Completed
